N#CC(CCN1CC1)(C1=CC=CC=C1)C1=CC=CC=C1,CN(C)CCC(C#N)(c1ccccc1)c1ccccc1,0.94579945799458
C=C=CC(=CC1=CC(C(C2=CC=CC=C2)C2=CC=NC=C2)=CC=C1)C(=C)C(=C)N,c1ccc(cc1)C(c1ccccc1)c1ccncc1,0.4565826330532213
C=C1C(C)=COC(CC(C#N)(C2=CC=CC=C2)C2=CC=CC=C2)N1C,CN(C)CCC(C#N)(c1ccccc1)c1ccccc1,0.5461658841940532
C=CC(N)=CC=C(OC(=O)C1C2CC(C)C(C[C@@H]1C1=CC=C(I)C=C1)CN2C)C(=N)N,COC(=O)C1C2CCC(CN2C)C[C@@H]1c1ccc(I)cc1,0.7812789620018535
CC(C)C(=O)C1C(C2=CC=C3C=CC=CC3=C2)CC2CCC1N2C,CC(C)C(=O)C1C2CCC(CC1c1ccc3ccccc3c1)N2C,1.0
CN(C)CCC(C#N)(C1=CC=CC=C1)C1=CC=CC=C1,CN(C)CCC(C#N)(c1ccccc1)c1ccccc1,1.0
CC1=NC(C)CC(=N)N1CCC(C#N)(C1=CC=CC=C1)C1=CC=CC=C1,CN(C)CCC(C#N)(c1ccccc1)c1ccccc1,0.6584905660377358
CC(CS)NC(C)CC(=O)C1C(C2=CC=C3C=CC=CC3=C2)CC2CCC1N2CCC(=N)N,CCC(=O)C1C2CCC(CC1c1ccc3ccccc3c1)N2,0.8463508322663252
CC(F)CCOC(=O)C1C(C2=CC=C(Br)C=C2)CC2CCC1N2CCC(=N)N,CN1C2CCC1C(C(C2)c1ccc(Br)cc1)C(=O)OCCCF,0.9538461538461539
CN1CCCN(CCC(C#N)(C2=CC=CC=C2)C2=CC=CC(Cl)=C2)C1=O,CN(C)CCC(C#N)(c1ccccc1)c1ccccc1,0.6843137254901961
C=CC1=CC=CC(C(C#N)(CC(=CC(=C)C)N(C)CC)C2=CC=CC=C2)=C1,CN(C)CCC(C#N)(c1ccccc1)c1ccccc1,0.5945485519591142
CN(C=O)CCC(C#N)(C1=CC=CC=C1)C1=CC=CC=C1,CN(C)CCC(C#N)(c1ccccc1)c1ccccc1,0.9509536784741145
CC1=C(I)C(N)=CC(C2CC3CCC(C2C(=O)OC2CC2)N3C)=C1,CN1C2CCC1C(C(C2)c1ccc(I)cc1)C(=O)OC1CC1,0.8845381526104418
COCCC(=O)C1C(C2=CC=C3C=CC=CC3=C2)CC2CCC1N2C,CCC(=O)C1C2CCC(CC1c1ccc3ccccc3c1)N2C,0.9376657824933687
C=CN(CCC(C#N)(C1=CC=CC=C1)C1=CC=CC=C1)CNC(=N)CCC,CN(C)CCC(C#N)(c1ccccc1)c1ccccc1,0.7895927601809954
CCOC(=O)C1C(C2=CC=C(Cl)C(Cl)=C2)CC2CCC1N2C,COC(=O)C1C2CCC(CC1c1ccc(Cl)c(Cl)c1)N2C,0.9731843575418995
