CN(C(=N)N)C(=O)C(=O)C(C#N)(C1=CC=CC=C1)C1=CC=CC=C1,CN(C)CCC(C#N)(c1ccccc1)c1ccccc1,0.503839963767948,0.787457116572982,1.84217050792884,3.8361464115433,0.012557249471366,0.223269551992416,4.01490207482129,True,True,True
N#CC(CCN1CC=C1N)(C1=CC=CC=C1)C1=CC=CC=C1,CN(C)CCC(C#N)(c1ccccc1)c1ccccc1,0.920275330678006,0.809183435739933,1.12062994042232,3.11460584403678,3.4925468961697E-05,0.304046779870987,3.33446144266054,True,True,True
C=C(N)N=C(CC(C#N)(C1=CC=CC=C1)C1=CC=CC=C1)N1C(=N)C2=NN=C21,CN(C)CCC(C#N)(c1ccccc1)c1ccccc1,0.415648994604467,0.738057687345174,1.04651361960888,2.04048952322334,9.04328919139253E-05,0.088651113212109,1.99756541801617,False,True,True
CCC(=O)C1C(C2=CC=C(I)C(Cl)=C2)CC2CCC1N2C,CCC(=O)C1C2CCC(CC1c1ccc(I)c(Cl)c1)N2C,0.675476636290858,0.609723701111113,0.924266330539589,2.91824223415405,5.38349254439018E-08,0.001449516275898,2.79920987784863,True,True,True
CC(C)C(=O)C1C(C2=CC(Cl)=C(I)C(Cl)=C2)CC2CCC1N2C,CCC(=O)C1C2CCC(CC1c1ccc(I)c(Cl)c1)N2C,0.440209879261143,0.589931830421416,0.818590655528319,2.81256655914278,2.36252601032639E-07,0.001233534654602,2.71741536352783,True,True,True
CCC(=O)C1C2CCC(CC1C1=CC=C(I)C(Cl)=C1)N2,CCC(=O)C1C2CCC(CC1c1ccc(I)c(Cl)c1)N2,0.768377695233753,0.59256695845954,0.789085988434662,2.78306189204912,2.15081164209419E-06,0.007347385864705,2.66992954909801,True,True,True
CN(C=N)CCC(C#N)(C1=CC=CC=C1)C1=CC=CC=C1,CN(C)CCC(C#N)(c1ccccc1)c1ccccc1,0.649392249425591,0.807142418242579,0.767393509384376,2.76136941299883,0.005445955029453,1.09978580474854,3.76361345313489,True,True,True
CCN(C)CCC(C#N)(C1=CC=CC=C1)C1=CC=CC=C1,CN(C)CCC(C#N)(c1ccccc1)c1ccccc1,0.802483864122836,0.861554213114374,0.724337110426094,2.71831301404055,0.000101391080183,0.335870176553726,2.94595223292708,True,True,True
CCC(=O)C1C(C2=CC=C3C=CC=CC3=C2)CC2CCC1N2C,CN1C2CCC1C(C(C2)c1ccc2ccccc2c1)C(C)=O,0.838187275102688,0.654968021112445,0.702528751849108,2.69650465546357,3.02275495129604E-07,0.002410907065496,2.59048253018409,True,True,True
C=C(CN(C)C)C(C#N)(C1=CC=CC=C1)C1=CC=CC=C1,CN(C)CCC(C#N)(c1ccccc1)c1ccccc1,0.779972083527975,0.81163881546118,0.639635349167582,2.63361125278204,5.01551822456251E-05,0.144892171025276,2.67016991041601,True,True,True
CC1=CC=CC(C(C#N)(CCN2C=NC2=N)C2=CC(O)=C(N)C=C2)=C1,CN(C)CCC(C#N)(c1ccccc1)c1ccccc1,0.577013862371406,0.684662879187135,0.604177616897177,2.59815352051163,0.000545291656471,1.53197383880615,4.08574189245701,True,True,True
